Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
FABACEAE,"Inga glomeriflora",Ducke,,,9109
FABACEAE,"Inga gracilior",Sprague,,,9111
FABACEAE,"Inga heterophylla",Willd.,,,9113
FABACEAE,"Inga ilta","T.D. Penn.",,,9114
FABACEAE,"Inga laurina",Willd.,,,9120
FABACEAE,"Inga leiocalycina",Benth.,,,9121
FABACEAE,"Inga macrophylla","Humb. & Bonpl. ex Willd.",,,9123
FABACEAE,"Inga marginata",Willd.,,,9125
FABACEAE,"Inga microcoma",Harms,,,9126
FABACEAE,"Inga multijuga",Benth.,,,9128
FABACEAE,"Inga multinervis","T.D. Penn.",,,9129
FABACEAE,"Inga nobilis",Willd.,,,9130
FABACEAE,"Inga oerstediana","Benth. ex Seem.",,,9132
FABACEAE,"Inga paraensis",Ducke,,"source: Arch. Jard. Bot. Rio de Janeiro 1925",23803
FABACEAE,"Inga pezizifera",Benth.,,,9134
FABACEAE,"Inga pilosula","J.F. Macbr.",,,9135
FABACEAE,"Inga poeppigiana",Benth.,,,9136
FABACEAE,"Inga pruriens",Poepp.,,,9137
FABACEAE,"Inga psittacorum","L. Uribe",,,9138
FABACEAE,"Inga punctata",Willd.,,,9139
FABACEAE,"Inga ruiziana","G. Don",,,9142
FABACEAE,"Inga rusbyi",Pittier,,,9143
FABACEAE,"Inga sapindoides",Willd.,,,9144
FABACEAE,"Inga sarayacuensis","T.D. Penn.",,,9145
FABACEAE,"Inga sertulifera",DC.,,,9148
FABACEAE,"Inga spectabilis",Willd.,,,9151
FABACEAE,"Inga splendens",Willd.,,,9152
FABACEAE,"Inga stenoptera",Benth.,,,9154
FABACEAE,"Inga stipulacea","G. Don",,,9155
FABACEAE,"Inga striata",Benth.,,,9156
FABACEAE,"Inga striolata","T.D. Penn.",,,9157
FABACEAE,"Inga suaveolens",Ducke,,,9158
FABACEAE,"Inga tenuistipula",Ducke,,,9159
FABACEAE,"Inga tessmannii",Harms,,,9160
FABACEAE,"Inga thibaudiana",DC.,,,9161
FABACEAE,"Inga umbellifera",Steud.,,,9164
FABACEAE,"Inga umbratica","Poepp. & Endl.",,,9165
FABACEAE,"Inga velutina",Willd.,,,9167
FABACEAE,"Inga venusta",Standl.,,,9168
FABACEAE,"Inga vera",Willd.,,,9169
FABACEAE,"Inga vismiifolia",Poepp.,,,9172
FABACEAE,"Inga yacoana","J.F. Macbr.",,,9173
FABACEAE,"Inga yasuniana","T.D. Penn.",,,9174
SOLANACEAE,"Iochroma gesnerioides",Miers,,,9183
ARECACEAE,"Iriartea deltoidea","Ruiz & Pav.",,,9232
MYRISTICACEAE,"Iryanthera crassifolia","A.C. Sm.",,,9236
MYRISTICACEAE,"Iryanthera grandis",Ducke,,,9237
MYRISTICACEAE,"Iryanthera hostmannii",Warb.,,,9238
MYRISTICACEAE,"Iryanthera juruensis",Warb.,,,9239
MYRISTICACEAE,"Iryanthera laevis",Markgr.,,,9240
MYRISTICACEAE,"Iryanthera lancifolia",Ducke,,,9241
MYRISTICACEAE,"Iryanthera macrophylla",Warb.,,,9242
MYRISTICACEAE,"Iryanthera tessmannii",Markgr.,,,9244
RUBIACEAE,"Isertia laevis","B.M. Boom",,,9269
RUBIACEAE,"Isertia pittieri",Standl.,,,9270
RUBIACEAE,"Isertia rosea","Spruce ex K. Schum.",,,9271
RUBIACEAE,"Ixora froelichiana","C.M. Taylor",,,9295
RUBIACEAE,"Ixora moskovitsiana","C.M. Taylor",,,9297
RUBIACEAE,"Ixora panurensis","Müll. Arg.",,,9298
RUBIACEAE,"Ixora peruviana",Standl.,,,9299
RUBIACEAE,"Ixora rudasiana","C.M. Taylor",,,9300
RUBIACEAE,"Ixora rudgeoides","C.M. Taylor",,,9301
RUBIACEAE,"Ixora ulei","K. Krause",,,9303
RUBIACEAE,"Ixora yavitensis",Steyerm.,,,9304
BIGNONIACEAE,"Jacaranda copaia","D. Don",,,9308
BIGNONIACEAE,"Jacaranda glabra","Bureau & K. Schum.",,,9310
CARICACEAE,"Jacaratia digitata",Solms,,,9315
CARICACEAE,"Jacaratia spinosa","A. DC.",,,9318
RUBIACEAE,"Joosia longisepala","L. Andersson",,,9377
ANNONACEAE,"Klarobelia lucida",Chatrou,,,9506
ANNONACEAE,"Klarobelia megalocarpa",Chatrou,,,9507
ANNONACEAE,"Klarobelia napoensis",Chatrou,,,9508
RUBIACEAE,"Kutchubaea montana",Steyerm.,,,9533
RUBIACEAE,"Kutchubaea semisericea",Ducke,,,9534
RUBIACEAE,"Kutchubaea sericantha",Standl.,,,9535
LACISTEMATACEAE,"Lacistema aggregatum",Rusby,,,9571
LACISTEMATACEAE,"Lacistema macbridei",Baehni,,"source: Candollea 1940",24008
LACISTEMATACEAE,"Lacistema nena","J.F. Macbr.",,"source: Candollea 5: 392. 1934",24009
APOCYNACEAE,"Lacmellea floribunda",Benth.,,,9574
APOCYNACEAE,"Lacmellea lactescens","(Kuhlm.) Markgr.",,,9575
APOCYNACEAE,"Lacmellea macrantha","J.F. Morales",,,9576
APOCYNACEAE,"Lacmellea oblongata",Markgr.,,,9577
APOCYNACEAE,"Lacmellea speciosa",Woodson,,,9579
OCHNACEAE,"Lacunaria crenata","A.C. Sm.",,,9583
OCHNACEAE,"Lacunaria jenmanii",Ducke,,,9585
RUBIACEAE,"Ladenbergia amazonensis",Ducke,,,9589
RUBIACEAE,"Ladenbergia heterophylla",Standl.,,,9593
RUBIACEAE,"Ladenbergia muzonensis",Standl.,,,9598
RUBIACEAE,"Ladenbergia oblongifolia","L. Andersson",,,9599
SALICACEAE,"Laetia corymbulosa","Spruce ex Benth.",,,9610
SALICACEAE,"Laetia procera",Eichler,,,9611
SALICACEAE,"Laetia suaveolens",Benth.,,,9612
LYTHRACEAE,"Lafoensia acuminata",DC.,,,9614
LYTHRACEAE,"Lafoensia punicifolia",DC.,,,9615
APOCYNACEAE,"Laxoplumeria tessmannii",Markgr.,,,9697
MELASTOMATACEAE,"Leandra candelabrum",Wurdack,,,9701
FABACEAE,"Lecointea peruviana","Standl. ex J.F. Macbr.",,,9725
LECYTHIDACEAE,"Lecythis zabucajo",Aubl.,,,9730
VIOLACEAE,"Leonia crassa","L.B. Sm. & Á. Fernández",,,9753
VIOLACEAE,"Leonia cymosa",Mart.,,,9754
VIOLACEAE,"Leonia glycycarpa","Ruiz & Pav.",,,9755
VIOLACEAE,"Leonia occidentalis","Cuatrec. ex L.B. Sm. & Á. Fernández",,,9758
CHRYSOBALANACEAE,"Licania angustata",Prance,,,9956
CHRYSOBALANACEAE,"Licania apetala",Fritsch,,,9957
CHRYSOBALANACEAE,"Licania arachnoidea","Fanshawe & Maguire",,,9960
CHRYSOBALANACEAE,"Licania arborea",Seem.,,,9961
CHRYSOBALANACEAE,"Licania blackii",Prance,,,9962
CHRYSOBALANACEAE,"Licania brittoniana",Fritsch,,,9963
CHRYSOBALANACEAE,"Licania canescens",Benoist,,,9964
CHRYSOBALANACEAE,"Licania caudata",Prance,,,9965
CHRYSOBALANACEAE,"Licania celiae",Prance,,,9966
CHRYSOBALANACEAE,"Licania condoriensis",Prance,,,9967
CHRYSOBALANACEAE,"Licania cuyabenensis",Prance,,,9969
CHRYSOBALANACEAE,"Licania durifolia",Cuatrec.,,,9971
CHRYSOBALANACEAE,"Licania egleri",Prance,,,9972
CHRYSOBALANACEAE,"Licania elliptica",Standl.,,,9973
CHRYSOBALANACEAE,"Licania granvillei",Prance,,,9976
CHRYSOBALANACEAE,"Licania guianensis",Griseb.,,,9977
CHRYSOBALANACEAE,"Licania harlingii",Prance,,,9978
CHRYSOBALANACEAE,"Licania heteromorpha",Benth.,,,9980
CHRYSOBALANACEAE,"Licania hypoleuca",Benth.,,,9982
CHRYSOBALANACEAE,"Licania intrapetiolaris","Spruce ex Hook. f.",,,9983
CHRYSOBALANACEAE,"Licania krukovii",Standl.,,,9984
CHRYSOBALANACEAE,"Licania kunthiana","Hook. f.",,,9985
CHRYSOBALANACEAE,"Licania lata","J.F. Macbr.",,,9986
CHRYSOBALANACEAE,"Licania longipedicellata",Ducke,,,9988
CHRYSOBALANACEAE,"Licania longistyla",Fritsch,,,9989
CHRYSOBALANACEAE,"Licania macrocarpa",Cuatrec.,,,9990
CHRYSOBALANACEAE,"Licania micrantha",Miq.,,,9992
CHRYSOBALANACEAE,"Licania octandra",Kuntze,,,9994
CHRYSOBALANACEAE,"Licania pallida","Spruce ex Sagot",,,9996
CHRYSOBALANACEAE,"Licania reticulata",Prance,,,9997
CHRYSOBALANACEAE,"Licania urceolaris","Hook. f.",,,9999
CHRYSOBALANACEAE,"Licania velutina",Prance,,,10000
LAURACEAE,"Licaria armeniaca",Kosterm.,,,10003
LAURACEAE,"Licaria aurea",Kosterm.,,,10004
LAURACEAE,"Licaria cannella",Kosterm.,,,10005
LAURACEAE,"Licaria exserta","van der Werff",,,10007
LAURACEAE,"Licaria guianensis",Aubl.,,,10008
LAURACEAE,"Licaria triandra",Kosterm.,,,10013
ACHARIACEAE,"Lindackeria paludosa",Gilg,,,10030
VERBENACEAE,"Lippia alba","N.E. Br. ex Britton & Wilson, P.",,,10054
FABACEAE,"Lonchocarpus hylobius",Harms,,,10112
FABACEAE,"Lonchocarpus nicou",DC.,,,10114
FABACEAE,"Lonchocarpus seorsus","M. Sousa ex D.A. Neill, Klitg. & G.P. Lewis",,,10119
FABACEAE,"Lonchocarpus spiciflorus","Mart. ex Benth.",,,10120
FABACEAE,"Lonchocarpus utilis","A.C. Sm.",,,10121
LACISTEMATACEAE,"Lozania klugii",Mansf.,,,10155
LACISTEMATACEAE,"Lozania mutisiana",Schult.,,,10156
CYCLANTHACEAE,"Ludovia integrifolia",Harling,,,10166
VERBENACEAE,"Luehea cymulosa","Spruce ex Benth.",,,10185
MALVACEAE,"Lueheopsis hoehnei",Burret,,,10188
SALICACEAE,"Lunania parviflora","Spruce ex Benth.",,,10195
SOLANACEAE,"Lycianthes sprucei",Bitter,,,10259
EUPHORBIACEAE,"Mabea arenicola",Esser,,"source: Novon 1993",24689
EUPHORBIACEAE,"Mabea elata",Steyerm.,,,10338
EUPHORBIACEAE,"Mabea klugii",Steyerm.,,,10340
EUPHORBIACEAE,"Mabea macbridei","I.M. Johnst.",,,10341
EUPHORBIACEAE,"Mabea nitida","Spruce ex Benth.",,,10343
EUPHORBIACEAE,"Mabea occidentalis",Benth.,,,10344
EUPHORBIACEAE,"Mabea piriri",Aubl.,,,10345
EUPHORBIACEAE,"Mabea speciosa","Müll. Arg.",,,10346
EUPHORBIACEAE,"Mabea standleyi",Steyerm.,,,10348
EUPHORBIACEAE,"Mabea subsessilis","Pax & K. Hoffm.",,,10349
RUBIACEAE,"Macbrideina peruviana",Standl.,,,10352
FABACEAE,"Machaerium aristulatum",Ducke,,"source: Archivos do Jardim Botânico do Rio de Janeiro 4: 311. 1925",10358
FABACEAE,"Machaerium floribundum",Benth.,,,10360
FABACEAE,"Machaerium isadelphum",Amshoff,,,10363
FABACEAE,"Machaerium leiophyllum",Benth.,,,10366
FABACEAE,"Machaerium mutisii","Killip ex Rudd",,,10369
MORACEAE,"Maclura tinctoria","D. Don ex G. Don",,,10401
RUBIACEAE,"Macrocnemum roseum",Wedd.,,,10441
FABACEAE,"Macrolobium acaciifolium",Benth.,,,10443
FABACEAE,"Macrolobium angustifolium","R.S. Cowan",,,10444
FABACEAE,"Macrolobium archeri","R.S. Cowan",,,10445
FABACEAE,"Macrolobium colombianum","Killip ex L. Uribe",,,10447
FABACEAE,"Macrolobium gracile","Spruce ex Benth.",,,10449
FABACEAE,"Macrolobium ischnocalyx",Harms,,,10451
FABACEAE,"Macrolobium limbatum","Spruce ex Benth.",,,10452
FABACEAE,"Macrolobium microcalyx",Ducke,,,10453
FABACEAE,"Macrolobium multijugum",Benth.,,,10454
FABACEAE,"Macrolobium stenocladum",Harms,,,10455
FABACEAE,"Macrolobium suaveolens","Spruce ex Benth.",,,10457
MAGNOLIACEAE,"Magnolia equatorialis","A. Vázquez",,,10477
MAGNOLIACEAE,"Magnolia neillii",Govaerts,,,10482
MAGNOLIACEAE,"Magnolia rimachii",Govaerts,,,10485
APOCYNACEAE,"Malouetia flavescens","Müll. Arg.",,,10510
APOCYNACEAE,"Malouetia virescens","Spruce ex Müll. Arg.",,,10512
EUPHORBIACEAE,"Manihot brachyloba","Müll. Arg.",,,10577
SAPOTACEAE,"Manilkara bidentata","A. Chev.",,,10582
SAPOTACEAE,"Manilkara inundata",Ducke,,,10583
EUPHORBIACEAE,"Maprounea guianensis",Aubl.,,,10593
MORACEAE,"Maquira calophylla","C.C. Berg",,,10595
MORACEAE,"Maquira guianensis",Aubl.,,,10596
MARANTACEAE,"Maranta amazonica","L. Andersson",,,10601
PHYLLANTHACEAE,"Margaritaria nobilis","L. f.",,,10636
CALOPHYLLACEAE,"Marila alternifolia","Triana & Planch.",,,10645
CALOPHYLLACEAE,"Marila cespedesiana","Triana & Planch.",,,10646
CALOPHYLLACEAE,"Marila grandiflora",Griseb.,,,10647
CALOPHYLLACEAE,"Marila laxiflora",Rusby,,,10648
CALOPHYLLACEAE,"Marila plumbaginea","P.F. Stevens",,,10649
CALOPHYLLACEAE,"Marila pluricostata","Standl. & L.O. Williams",,,10650
CALOPHYLLACEAE,"Marila spiciformis","McDearman & McDaniel",,,10652
CALOPHYLLACEAE,"Marila tomentosa",Poepp.,,,10653
MYRTACEAE,"Marlierea umbraticola","O. Berg",,,10674
SAPINDACEAE,"Matayba adenanthera",Radlk.,,,10714
SAPINDACEAE,"Matayba elegans",Radlk.,,"source: Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München 1879",25114
SAPINDACEAE,"Matayba inelegans","Spruce ex Radlk.",,,10716
SAPINDACEAE,"Matayba macrolepis",Radlk.,,,10717
MALVACEAE,"Matisia arteagensis",Cuatrec.,,,10730
MALVACEAE,"Matisia bracteolosa",Ducke,,,10732
MALVACEAE,"Matisia cordata",Bonpl.,,,10735
MALVACEAE,"Matisia huallagensis",Cuatrec.,,,10740
MALVACEAE,"Matisia idroboi",Cuatrec.,,,10741
MALVACEAE,"Matisia intricata","W.S. Alverson",,,10742
MALVACEAE,"Matisia lasiocalyx","K. Schum.",,,10743
MALVACEAE,"Matisia lomensis",Cuatrec.,,,10744
MALVACEAE,"Matisia longiflora",Gleason,,,10745
MALVACEAE,"Matisia malacocalyx","W.S. Alverson",,,10747
MALVACEAE,"Matisia obliquifolia",Standl.,,,10748
MALVACEAE,"Matisia oblongifolia","Poepp. & Endl.",,,10749
MALVACEAE,"Matisia ochrocalyx","K. Schum.",,"source: Fl. Bras. 1886",25135
MALVACEAE,"Matisia uberrima","Fern. Alonso",,,10753
ANACARDIACEAE,"Mauria heterophylla",Kunth,,,10761
ARECACEAE,"Mauritia flexuosa","L. f.",,,10766
ARECACEAE,"Mauritiella armata",Burret,,,10769
ARECACEAE,"Mauritiella martiana",Burret,,"source: Notizbl. Bot. Gart. Berlin-Dahlem 1935",25143
ACHARIACEAE,"Mayna grandifolia",Warb.,,,10907
ACHARIACEAE,"Mayna parvifolia",Sleumer,,,10910
CELASTRACEAE,"Maytenus macrocarpa",Briq.,,,10916
MELIACEAE,"Melia azedarach",L.,,,10950
SAPINDACEAE,"Melicoccus novogranatensis",Acev.-Rodr.,,,10954
SAPINDACEAE,"Melicoccus oliviformis",Kunth,,,10955
POACEAE,"Melinis minutiflora","P. Beauv.",,,10960
SABIACEAE,"Meliosma boliviensis",Cuatrec.,,,10966
SABIACEAE,"Meliosma glabrata",Urb.,,,10972
SABIACEAE,"Meliosma herbertii",Rolfe,,,10975
SABIACEAE,"Meliosma loretoyacuensis","Cuatrec. & Idrobo",,,10976
SABIACEAE,"Meliosma palaciosii","A.H. Gentry ex Cornejo",,,10981
SABIACEAE,"Meliosma vasquezii","A.H. Gentry",,,10985
BIGNONIACEAE,"Memora cladotricha",Sandwith,,,11021
METTENIUSACEAE,"Metteniusa edulis","H. Karst.",,,11089
METTENIUSACEAE,"Metteniusa tessmanniana",Sleumer,,,11090
LAURACEAE,"Mezilaurus campaucola","van der Werff",,,11096
LAURACEAE,"Mezilaurus itauba","Taub. ex Mez",,"source: Arbeiten Königl. Bot. Gart. Breslau 1892",25360
LAURACEAE,"Mezilaurus opaca","Kubitzki & van der Werff",,"source: Ann. Missouri Bot. Gard. 1987",25361
LAURACEAE,"Mezilaurus triunca","van der Werff",,,11097
MELASTOMATACEAE,"Miconia affinis",DC.,,,11112
MELASTOMATACEAE,"Miconia amazonica",Triana,,"source: Trans. Linn. Soc. London 1871",25369
MELASTOMATACEAE,"Miconia ampla",Triana,,,11116
MELASTOMATACEAE,"Miconia appendiculata",Triana,,"source: Trans. Linn. Soc. London 1871",25373
MELASTOMATACEAE,"Miconia astroplocama","Donn. Sm.",,,11122
MELASTOMATACEAE,"Miconia aulocalyx","Mart. ex Triana",,,11123
MELASTOMATACEAE,"Miconia biglandulosa",Gleason,,,11130
MELASTOMATACEAE,"Miconia brachybotrya",Triana,,,11133
MELASTOMATACEAE,"Miconia brevitheca",Gleason,,,11137
MELASTOMATACEAE,"Miconia bubalina",Naudin,,,11138
MELASTOMATACEAE,"Miconia calvescens",DC.,,,11145
MELASTOMATACEAE,"Miconia cannabina",Markgr.,,,11146
MELASTOMATACEAE,"Miconia carassana",Cogn.,,"source: Fl. Bras. 1887",25389
MELASTOMATACEAE,"Miconia centrodesma",Naudin,,,11151
MELASTOMATACEAE,"Miconia cercophora",Wurdack,,,11154
MELASTOMATACEAE,"Miconia chrysophylla",Urb.,,"source: Symbolae Antillanae seu Fundamenta Florae Indiae Occidentalis 4: 459 1910",25393
MELASTOMATACEAE,"Miconia dodecandra",Cogn.,,,11178
MELASTOMATACEAE,"Miconia dolichorrhyncha",Naudin,,,11180
MELASTOMATACEAE,"Miconia egensis",Cogn.,,"source: Fl. Bras. 1887",25398
MELASTOMATACEAE,"Miconia elata",DC.,,,11183
MELASTOMATACEAE,"Miconia glaucescens",Triana,,,11192
MELASTOMATACEAE,"Miconia grandifolia","D. Don",,,11197
MELASTOMATACEAE,"Miconia heterochaeta",Wurdack,,,11201
MELASTOMATACEAE,"Miconia hylophila",Wurdack,,,11204
MELASTOMATACEAE,"Miconia insularis",Gleason,,,11209
MELASTOMATACEAE,"Miconia lamprophylla",Triana,,,11216
MELASTOMATACEAE,"Miconia lateriflora",Cogn.,,,11218
MELASTOMATACEAE,"Miconia longifolia",DC.,,,11224
MELASTOMATACEAE,"Miconia lugonis",Wurdack,,,11228
MELASTOMATACEAE,"Miconia matthaei",Naudin,,,11233
MELASTOMATACEAE,"Miconia mazanana","J.F. Macbr.",,,11234
MELASTOMATACEAE,"Miconia minutiflora",DC.,,,11239
MELASTOMATACEAE,"Miconia napoana",Wurdack,,,11244
MELASTOMATACEAE,"Miconia pastazana",Wurdack,,,11260
MELASTOMATACEAE,"Miconia phaeochaeta",Wurdack,,,11264
MELASTOMATACEAE,"Miconia pilgeriana",Ule,,,11268
MELASTOMATACEAE,"Miconia poeppigii",Triana,,"source: Trans. Linn. Soc. London 1871",25440
MELASTOMATACEAE,"Miconia prasina",DC.,,,11271
MELASTOMATACEAE,"Miconia punctata","D. Don ex DC.",,,11276
MELASTOMATACEAE,"Miconia quadripora",Wurdack,,,11278
MELASTOMATACEAE,"Miconia rivalis",Wurdack,,,11284
MELASTOMATACEAE,"Miconia sciurea","L. Uribe",,,11290
MELASTOMATACEAE,"Miconia serrulata",Naudin,,,11293
MELASTOMATACEAE,"Miconia splendens",Griseb.,,,11296
MELASTOMATACEAE,"Miconia subspicata",Wurdack,,,11299
MELASTOMATACEAE,"Miconia ternatifolia",Triana,,,11301
MELASTOMATACEAE,"Miconia tomentosa","D. Don ex DC.",,,11304
MELASTOMATACEAE,"Miconia triangularis",Gleason,,,11306
