"Familia.APGIV","Familia","NombreActual","Authors","NombreMemoria","CODIGO","CodigoPBDY_18","FormaPBDY_2018","Forma_2015","NumRec_2018","MinYear_2018","MaxYear_2018","UserNotes2018","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Fabaceae","Fabaceae","Calliandra trinervia var. carbonaria","(Benth.) Barneby","Calliandra carbonaria","CAL1CA","CALLCA","T","TC",143,2000,2016,"Calliandra carbonaria Benth. in plot lists 2001-2018.  Calliandra trinervia var. carbonaria is recent taxonomic treatments. Only one variety  in plot.","Calliandra trinervia carbonaria",2982050,"CAL1CA-CALLCA-Calliandra carbonaria"
"Fabaceae","Fabaceae","Cedrelinga cateniformis","Ducke","Cedrelinga cateniformis","CED2CA","CEDGCA","E","TE",2227,2000,2017,"","Cedrelinga cateniformis",2976174,"CED2CA-CEDGCA-Cedrelinga cateniformis"
"Fabaceae","Fabaceae","Clitoria 'palida'","","Clitoria 'palida'","CLITPA","","","CW",92,2000,2017,"","Clitoria",2946499,"CLITPA-Clitoria 'palida'"
"Fabaceae","Fabaceae","Dalbergia monetaria","L. f.","Dalbergia monetaria","DALBMO","","","CW",30,2000,2017,"","Dalbergia ovalis",8743558,"DALBMO-Dalbergia monetaria"
"Fabaceae","Fabaceae","Dalbergia sp. CC","","Fabaceae sp. CC","FAB_CC","","","-",22,2004,2014,"","Dalbergia",2968358,"FAB_CC-Fabaceae sp. CC"
"Fabaceae","Fabaceae","Dialium guianense","(Aubl.) Sandwith","Dialium guianense","DIALGU","DIALGU","T","TC",250,2000,2018,"","Dialium guianense",2971008,"DIALGU-Dialium guianense"
"Fabaceae","Fabaceae","Dioclea reflexa (Hook.f.) C.Wright","Hook. f.","Dioclea sp. A","DIOC_A","","","CW",571,2000,2018,"Adult voucher awaiting ID confirmation.","Macropsychanthus comosus",10954319,"DIOC_A-Dioclea sp. A"
"Fabaceae","Fabaceae","Dioclea sp. C","","Dioclea sp. C","DIOC_C","","","CW",10,2004,2008,"Possibly equal DIOC_A.","Dioclea",2974376,"DIOC_C-Dioclea sp. C"
"Fabaceae","Fabaceae","Dioclea sp. G","","Dioclea sp. G","DIOC_G","","","CW",117,2001,2010,"Possibly equal DIOC_A.","Dioclea",2974376,"DIOC_G-Dioclea sp. G"
"Fabaceae","Fabaceae","Dioclea sp. H","","Dioclea sp. H","DIOC_H","","","CW",49,2000,2017,"","Dioclea",2974376,"DIOC_H-Dioclea sp. H"
"Fabaceae","Fabaceae","Diplotropis cf. sp. B","","Diplotropis sp. B","DIPL_B","","","CW",9,2005,2016,"Diplotropis are trees. Fruit on card voucher is from liana. Perhaps sample mixed in canopy.","Diplotropis",2960676,"DIPL_B-Diplotropis sp. B"
"Fabaceae","Fabaceae","Dussia 'delgada'","","Dussia 'delgada'","DUSSDE","DUSSDE","T","TC",4,2001,2015,"","Dussia",2968226,"DUSSDE-Dussia 'delgada'"
"Fabaceae","Fabaceae","Dussia 'pelosblancos'","","Dussia 'pelosblancos'","DUSSPE","DUSSPE","T","TC",1,2015,2015,"","Dussia",2968226,"DUSSPE-Dussia 'pelosblancos'"
"Fabaceae","Fabaceae","Dussia tessmannii","Harms","Dussia sp. A","DUSS_A","DUSSTE","T","TC",108,2001,2015,"","Dussia tessmannii",2968237,"DUSS_A-DUSSTE-Dussia sp. A"
"Fabaceae","Fabaceae","Entada polyphylla","Benth.","Entada sp. A","ENTA_A","","","CW",145,2001,2018,"Leaves and seedlings collected are Entada polyphylla Benth.  Entada polystachya (L.) DC> may also be present.  Ffruits similar are if not identical.","Entada polyphylla",2976278,"ENTA_A-Entada sp. A"
"Fabaceae","Fabaceae","Enterolobium barnebianum","Mesquita & M.F. Silva","Enterolobioum barnebianum","ENTEBA","ENTEBA","T","TC",2,2007,2007,"","Enterolobium barnebianum",2961143,"ENTEBA-Enterolobioum barnebianum"
"Fabaceae","Fabaceae","Fabaceae sp. 6598","","(unknown SSP 6598)","U6598","","","",1,2014,2014,"","Fabaceae",5386,"U6598-(unknown SSP 6598)"
"Fabaceae","Fabaceae","Hymenaea oblongifolia","Huber","Hymenaea oblongifolia","HYM1OB","HYMAOB","T","TC",734,2000,2017,"","Hymenaea oblongifolia",2950738,"HYM1OB-HYMAOB-Hymenaea oblongifolia"
"Fabaceae","Fabaceae","Hymenolobium 'stipsericea'","","Hymenolobium 'stipsericea'","HYM2ST","HYMEST","T","TC",2,2000,2011,"","Hymenolobium",7783451,"HYM2ST-HYMEST-Hymenolobium 'stipsericea'"
"Fabaceae","Fabaceae","Inga '3crasa'","","Inga '3crasa'","INGA3C","INGA3C","T","TC",236,2001,2018,"","Inga",2965936,"INGA3C-Inga '3crasa'"
"Fabaceae","Fabaceae","Inga '4alitarco'","","Inga '4alitarco'","INGA4A","INGA4A","M","TM",6,2003,2004,"","Inga",2965936,"INGA4A-Inga '4alitarco'"
"Fabaceae","Fabaceae","Inga kursarii","M.J. Endara & J.E. Guevara ","Inga '6cuadra'","INGA6C","INGA6C","T","TC",314,2000,2018,"","Inga kursarii",11373193,"INGA6C-Inga '6cuadra'"
"Fabaceae","Fabaceae","Inga acreana","Harms","Inga acreana","INGAAC","INGAAC","T","TC",153,2000,2017,"","Inga acreana",5357584,"INGAAC-Inga acreana"
"Fabaceae","Fabaceae","Inga alata","(Sw.) Willd.","Inga alata","INGAAA","INGAAL","T","TC",158,2000,2018,"","Inga alata",5357817,"INGAAA-INGAAL-Inga alata"
"Fabaceae","Fabaceae","Inga auristellae","Harms","Inga auristellae","INGAAU","INGAAU","M","TM",2437,2000,2018,"","Inga auristellae",5357701,"INGAAU-Inga auristellae"
"Fabaceae","Fabaceae","Inga bourgonii","(Aubl.) DC.","Inga bourgonii","INGABO","INGABO","T","TC",39,2000,2017,"","Inga bourgoni",5580442,"INGABO-Inga bourgonii"
"Fabaceae","Fabaceae","Inga cf. brachyrhachis","Harms","Inga brachyrhachis","INGABR","INGABR","M","TM",312,2000,2018,"","Inga brachyrhachis",5357846,"INGABR-Inga brachyrhachis"
"Fabaceae","Fabaceae","Inga capitata","Desv.","Inga capitata","INGAC1","INGACA","M","TM",274,2000,2018,"","Inga capitata",5358094,"INGAC1-INGACA-Inga capitata"
"Fabaceae","Fabaceae","Inga cayennensis","Sagot ex Benth.","Inga cayennensis","INGAC2","INGACY","M","TM",322,2000,2018,"","Inga cayennensis",5357789,"INGAC2-INGACY-Inga cayennensis"
"Fabaceae","Fabaceae","Inga ciliata subsp. subcapitata","T.D. Penn.","Inga ciliata","INGAC4","INGACI","U","TU",453,2000,2017,"Inga ciliata C. Presl in plot list 2018 & 2014.  Inga ciliata subsp. subcapitata T.D. Penn. in lists 2009-2010. Only one variety is present in plot.","Inga ciliata subcapitata",5357889,"INGAC4-INGACI-Inga ciliata"
"Fabaceae","Fabaceae","Inga cinnamomea","Spruce ex Benth.","Inga cinnamomea","INGAC5","INGACN","M","TM",5,2017,2017,"","Inga cinnamomea",5358132,"INGAC5-INGACN-Inga cinnamomea"
"Fabaceae","Fabaceae","Inga cordatoalata","","Inga cordatoalata","INGAC6","INGACO","M","TM",21,2001,2010,"","Inga cordatoalata",5357823,"INGAC6-INGACO-Inga cordatoalata"
"Fabaceae","Fabaceae","Inga heterophylla","Willd.","Inga heterophylla","INGAHE","INGAHE","T","TC",253,2000,2016,"","Inga heterophylla",5357852,"INGAHE-Inga heterophylla"
"Fabaceae","Fabaceae","Inga laurina","(Sw.) Willd.","Inga '3oscura'","INGA3O","INGA3O","E","TE",757,2000,2018,"New identification as Inga laurina in plot list 2018.  This was Inga '3oscura'  in the 2001-2014 lists.","Inga laurina",5358039,"INGA3O-Inga '3oscura'"
"Fabaceae","Fabaceae","Inga leiocalycina","Benth.","Inga leiocalycina","INGALE","INGALE","T","TC",331,2000,2018,"","Inga laevigata",5629065,"INGALE-Inga leiocalycina"
"Fabaceae","Fabaceae","Inga marginata","Willd.","Inga marginata","INGAMA","INGAMA","M","TM",12,2001,2015,"","Inga marginata",7546887,"INGAMA-Inga marginata"
"Fabaceae","Fabaceae","Inga multinervis","T.D. Penn.","Inga multinervis","INGAMU","INGAMU","T","TC",1,2008,2008,"","Inga multinervis",5358136,"INGAMU-Inga multinervis"
"Fabaceae","Fabaceae","Inga oerstediana","Benth.","Inga oerstediana","INGAOE","INGAOE","T","TC",984,2000,2018,"","Inga oerstediana",5358014,"INGAOE-Inga oerstediana"
"Fabaceae","Fabaceae","Inga poeppigiana","Benth.","Inga poeppigiana","INGAPO","INGAPO","M","TM",7,2005,2015,"","Inga poeppigiana",5357812,"INGAPO-Inga poeppigiana"
"Fabaceae","Fabaceae","Inga punctata","Willd.","Inga punctata","INGAPU","INGAPU","M","TM",3,2004,2010,"","Inga punctata",5357665,"INGAPU-Inga punctata"
"Fabaceae","Fabaceae","Inga ruiziana","G. Don.","Inga ruiziana","INGAR1","INGARU","T","TC",167,2000,2018,"","Inga ruiziana",5357975,"INGAR1-INGARU-Inga ruiziana"
"Fabaceae","Fabaceae","Inga sarayacuensis","T.D. Penn.","Inga sarayacuensis","INGAS2","INGASR","M","TM",264,2000,2018,"","Inga sarayacuensis",5357630,"INGAS2-INGASR-Inga sarayacuensis"
"Fabaceae","Fabaceae","Inga spectabilis","(Vahl) Willd.","Inga spectabilis","INGAS4","INGASB","T","TC",396,2000,2018,"","Inga spectabilis",5357491,"INGAS4-INGASB-Inga spectabilis"
"Fabaceae","Fabaceae","Inga spp. (semillas indet. a sp.)","","Inga spp. (semillas indet. a sp.)","INGA_SIN","","","T?",55,2000,2002,"Unidentified Inga seeds were initially recorded (2000-2002) as  either INGA_xx (where xx-trap number) or various unknowns (e.g. Inga_AC).  Any reamaining unidentified seeds were combined into this codigo.","Inga",2965936,"INGA_SIN-Inga spp. (semillas indet. a sp.)"
"Fabaceae","Fabaceae","Inga 'stelaeglabra'","","Inga 'stelaeglabra'","INGAS5","INGASB","M","TC",4,2013,2013,"","Inga",2965936,"INGAS5-INGASB-Inga 'stelaeglabra'"
"Fabaceae","Fabaceae","Inga striata","Benth.","Inga striata","INGAS7","INGAST","M","TM",3,2001,2001,"","Inga striata",5358084,"INGAS7-INGAST-Inga striata"
"Fabaceae","Fabaceae","Inga tenuistipula","Ducke","Inga tenuistipula","INGATE","INGATE","M","TM",97,2000,2016,"","Inga tenuistipula",5357513,"INGATE-Inga tenuistipula"
"Fabaceae","Fabaceae","Inga thibaudiana subsp. thibaudiana","DC.","Inga thibaudiana","INGATH","INGATH","T","TC",1036,2000,2018,"Inga thibuadiana DC. in plot lists 2018 & 2014.  Inga thibuadiana subsp. thibaudiana  DC. in plots lists 2009-2010. Only 1 subsp. in plot.","Inga thibaudiana thibaudiana",7225525,"INGATH-Inga thibaudiana"
"Fabaceae","Fabaceae","Inga tocacheana","D.R. Simpson","Inga tocacheana","INGATO","INGATO","M","TM",1,2016,2016,"","Inga tocacheana",5357540,"INGATO-Inga tocacheana"
"Fabaceae","Fabaceae","Inga umbellifera","(Vahl) Steud.","Inga umbellifera","INGAU1","INGAUE","M","TM",180,2000,2015,"","Inga umbellifera",5358027,"INGAU1-INGAUE-Inga umbellifera"
"Fabaceae","Fabaceae","Inga umbratica","Poepp. & Endl.","Inga umbratica","INGAU2","INGAUM","M","TM",167,2000,2018,"","Inga umbratica",5358034,"INGAU2-INGAUM-Inga umbratica"
"Fabaceae","Fabaceae","Inga vismiifolia","Poepp.  & Endl.","Inga vismiifolia","INGAVI","","","TM",2,2004,2004,"","Inga vismiifolia",5357608,"INGAVI-Inga vismiifolia"
"Fabaceae","Fabaceae","Inga yacoana","J.F. Macbr.","Inga yacoana","INGAYA","INGAYA","M","TM",70,2000,2007,"","Inga yacoana",5358012,"INGAYA-Inga yacoana"
"Fabaceae","Fabaceae","Lonchocarpus seorsus","(J.F.Macbr.) M. Sousa ex D.A. Neill & Klitg. & G.P. Lewis","Lonchocarpus 'guil'","LONCGU","LONCSE","T","TC",1313,2000,2018,"Lonchocarpus cf. seorsus in plot book (2014).  Lonchocarpus seorsus in plot lists 2018 & 2014.","Lonchocarpus seorsus",3907967,"LONCGU-LONCSE-Lonchocarpus 'guil'"
"Fabaceae","Fabaceae","Machaerium aristulatum","(Spruce ex Benth.) Ducke","Machaerium aristulatum","MACHAR","MACHAR","T","TC",42,2000,2010,"","Machaerium aristulatum",5355151,"MACHAR-Machaerium aristulatum"
"Fabaceae","Fabaceae","Machaerium cuspidatum"," Kuhlm. & Hoehne","Machaerium cuspidatum","MACHCU","","","CW",2942,2000,2018,"","Machaerium cuspidatum",5355114,"MACHCU-Machaerium cuspidatum"
"Fabaceae","Fabaceae","Machaerium 'finiparalel'","","Machaerium 'finiparalel'","MACHFI","MACHFI","U&V","SL",132,2000,2018,"","Machaerium",2959589,"MACHFI-Machaerium 'finiparalel'"
"Fabaceae","Fabaceae","Machaerium floribundum","Benth.","Machaerium floribundum","MACHFL","","","CW",152,2000,2013,"","Machaerium floribundum",5354927,"MACHFL-Machaerium floribundum"
"Fabaceae","Fabaceae","Machaerium kegelii","Meisn. In A. DC.","Machaerium kegelii","MACHKE","","","CW",2,2016,2016,"","Machaerium kegelii",5355165,"MACHKE-Machaerium kegelii"
"Fabaceae","Fabaceae","Machaerium sp. 5976","","(unknown SSP5976)","U5976","","","-",54,2010,2016,"Mostly flowers.","Machaerium",2959589,"U5976-(unknown SSP5976)"
"Fabaceae","Fabaceae","Machaerium sp. G","","Machaerium sp. G","MACH_G","","","CW",55,2004,2017,"","Machaerium",2959589,"MACH_G-Machaerium sp. G"
"Fabaceae","Fabaceae","Macrolobium angustifolium","(Benth.) R.S. Cowan","Macrolobium angustifolium","MAC1AN","MACRAN","T","TC",17,2001,2014,"","Macrolobium angustifolium",2948867,"MAC1AN-MACRAN-Macrolobium angustifolium"
"Fabaceae","Fabaceae","Macrolobium 'yasuni'","","Macrolobium 'yasuni'","MAC1YA","MACRYA","U","TU",147,2000,2018,"","Macrolobium",7743878,"MAC1YA-MACRYA-Macrolobium 'yasuni'"
"Fabaceae","Fabaceae","Marmaroxylon basijugum","(Ducke) L. Rico","Marmaroxylon basijugum","MARMBA","MARMBA","U","TU",140,2000,2018,"Sometime called Zygia basijuga (Ducke) Barneby & J.W. Grimes.","Zygia basijuga",5580511,"MARMBA-Marmaroxylon basijugum"
"Fabaceae","Fabaceae","Mimosa myriadenia","(Benth.) Benth.","Mimosa myriadenia","MIMOMY","","","CS",732,2000,2018,"Adult voucher awaiting ID confirmation.","Mimosa myriadenia",7266010,"MIMOMY-Mimosa myriadenia"
"Fabaceae","Fabaceae","Mimosa pudica","L.","Mimosa pudica","MIMOPU","","","XT",NA,NA,NA,"","Mimosa pudica",2969284,"MIMOPU-Mimosa pudica"
"Fabaceae","Fabaceae","Mucuna sp. A","","Mucuna sp. A","MUCU_A","","","CW",123,2005,2015,"Possiblt a Dioclea.  Flowers similar to D. ucayalina and D. malacocarpa.","Mucuna",2951351,"MUCU_A-Mucuna sp. A"
"Fabaceae","Fabaceae","Mucuna sp. B","","Mucuna sp. B","MUCU_B","","","CW",14,2012,2018,"","Mucuna",2951351,"MUCU_B-Mucuna sp. B"
"Fabaceae","Fabaceae","Myroxylon balsamum","(L.) Harms","Myroxylum balsamum","MYR3BA","MYROBA","T","TC",7,2017,2018,"","Myroxylon balsamum",5357190,"MYR3BA-MYROBA-Myroxylum balsamum"
"Fabaceae","Fabaceae","Ormosia paraensis","Ducke","Ormosia paraensis","ORMOPA","ORMOPA","T","TC",1,2014,2014,"","Ormosia paraensis",5355583,"ORMOPA-Ormosia paraensis"
"Fabaceae","Fabaceae","Ormosia sp. B","","Ormosia sp. B","ORMO_B","","","T?",4,2000,2013,"","Ormosia",2960439,"ORMO_B-Ormosia sp. B"
"Fabaceae","Fabaceae","Parkia balslevii","H.C. Hopkins","Parkia balslevii","PARKBA","PARKBA","T","TC",145,2000,2017,"","Parkia balslevii",5348841,"PARKBA-Parkia balslevii"
"Fabaceae","Fabaceae","Parkia multijuga","Benth.","Parkia multijuga","PARKMU","PARKMU","E","TE",564,2000,2017,"","Parkia multijuga",5348884,"PARKMU-Parkia multijuga"
"Fabaceae","Fabaceae","Parkia nitida","Miq.","Parkia nitida","PARKNI","PARKNI","E","TE",440,2000,2018,"","Parkia nitida",5348833,"PARKNI-Parkia nitida"
"Fabaceae","Fabaceae","Parkia velutina","Benoist","Parkia velutina","PARKVE","PARKVE","T","TC",590,2000,2018,"","Parkia velutina",5348846,"PARKVE-Parkia velutina"
"Fabaceae","Fabaceae","Piptadenia anolidurus","Barneby   ","Piptadenia anolidurus","PIPTAN","","","CW",1,2000,2000,"Individual died early in study.","Piptadenia anolidurus",2951816,"PIPTAN-Piptadenia anolidurus"
"Fabaceae","Fabaceae","Piptadenia pteroclada","Benth.","Piptadenia 'arbol'","PIPTAR","PIPTPT","T","TC",143,2001,2016,"","Piptadenia pteroclada",2951808,"PIPTAR-PIPTPT-Piptadenia 'arbol'"
"Fabaceae","Fabaceae","Piptadenia sp. A","","Piptadenia sp. A","PIPT_A","","","-",1081,2000,2018,"","Piptadenia",2951753,"PIPT_A-Piptadenia sp. A"
"Fabaceae","Fabaceae","Piptadenia sp. D","","Piptadenia sp. D","PIPT_D","","","-",14,2000,2008,"","Piptadenia",2951753,"PIPT_D-Piptadenia sp. D"
"Fabaceae","Fabaceae","Piptadenia sp. E","","Piptadenia sp. E","PIPT_E","","","-",11,2011,2013,"","Piptadenia",2951753,"PIPT_E-Piptadenia sp. E"
"Fabaceae","Fabaceae","Piptadenia uaupensis","Spruce ex Benth.","Piptadenia uaupensis","PIPTUA","","","CW",307,2001,2018,"Scan of adult voucher awaiting ID confirmation.","Piptadenia uaupensis",2951819,"PIPTUA-Piptadenia uaupensis"
"Fabaceae","Fabaceae","Platymiscium stipulare","Benth.","Platymiscium stipulare","PLA1ST","PLATST","T","TC",143,2000,2016,"","Platymiscium stipulare",2944751,"PLA1ST-PLATST-Platymiscium stipulare"
"Fabaceae","Fabaceae","Pseudopiptadenia suaveolens","(Miq.) J.W. Grimes","Pseudopiptadenia suaveolens","PSE3SU","PSEPSU","E","TE",1341,2000,2017,"","Pseudopiptadenia suaveolens",3795236,"PSE3SU-PSEPSU-Pseudopiptadenia suaveolens"
"Fabaceae","Fabaceae","Pterocarpus rohrii","Vahl","Pterocarpus 'rhor'","PTERRH","PTERRH","T","TC",168,2000,2017,"Pterocarpus cf. rohrii Vahl used in plot book (2014).","Pterocarpus rohrii",5349322,"PTERRH-Pterocarpus 'rhor'"
"Fabaceae","Fabaceae","Rhynchosia sp. A","","Rhynchosia sp. A","RHYN_A","","","C?",3,2002,2015,"","Rhynchosia",2947992,"RHYN_A-Rhynchosia sp. A"
"Fabaceae","Fabaceae","Schizolobium parahyba","(Vell.) S.F. Blake","Schizolobium parahyba","SCHIPA","SCHIPA","T","TC",90,2000,2016,"","Schizolobium parahyba",2945453,"SCHIPA-Schizolobium parahyba"
"Fabaceae","Fabaceae","Schnella cf. glabra (morph #1)","(Jacq.) Dugand","Bauhinia glabra","BAUHGL","","","CW",228,2000,2014,"Schnella (lianas) was recently separated from Bauhinia. Adult voucher awaiting ID comfirmation.","Schnella glabra",2953170,"BAUHGL-Bauhinia glabra"
"Fabaceae","Fabaceae","Schnella guianensis","(Aubl.) Wunderlin","Bauhinia guianensis","BAUHGU","","","CW",357,2000,2017,"Schnella (lianas) was recently separated  from Bauhinia. Adult voucher awaiting ID comfirmation.  Syn.: Bauhinia guianensis Aubl.","Schnella guianensis",4929144,"BAUHGU-Bauhinia guianensis"
"Fabaceae","Fabaceae","Schnella 'misterio' ","","Bauhinia sp. W","BAUH_W","","","CW",331,2000,2017,"Schnella (lianas) was recently separated  from Bauhinia.  This is morph #2 of Schnella cf. microstachya Raddi.","Schnella",7278569,"BAUH_W-Bauhinia sp. W"
"Fabaceae","Fabaceae","Schnella cf. rubinginosa","(Bong.) Benth. ","Bauhinia 'magenta'","BAUHMA","","","CW",414,2000,2018,"Schnella (lianas) was recently separated  from Bauhinia. Adult voucher awaiting ID confimration.","Schnella outimouta",7431595,"BAUHMA-Bauhinia 'magenta'"
"Fabaceae","Fabaceae","Schnella rutilans","(Spruce ex Benth.) Pittier ","Bauhinia rutilans","BAUHRU","BAUHRU","V","CW",266,2000,2018,"Schnella (lianas) was recently separated from Bauhinia.   Syn: Bauhinia rutilans Spruce ex Benth.","Schnella rutilans",7278572,"BAUHRU-Bauhinia rutilans"
"Fabaceae","Fabaceae","Schnella sp. AD","","Bauhinia sp. AD","BAUH_AD","","","CW",66,2001,2016,"Schnella (lianas) was recently separated from Bauhinia. Adult voucher awaiting ID.","Schnella",7278569,"BAUH_AD-Bauhinia sp. AD"
"Fabaceae","Fabaceae","Schnella sp. AE","","Bauhinia sp. AE","BAUH_AE","","","CW",2,2002,2008,"","Schnella",7278569,"BAUH_AE-Bauhinia sp. AE"
"Fabaceae","Fabaceae","Schnella sp. G ","","Bauhinia sp. G","BAUH_G","","","CW",143,2000,2017,"Schnella (lianas) was recently separated  from Bauhinia. Adult voucher awaiting ID.  Schnella cf. microstachya Raddi  morph #1.","Schnella",7278569,"BAUH_G-Bauhinia sp. G"
"Fabaceae","Fabaceae","Schnella sp. S","","Bauhinia sp. S","BAUH_S","","","CW",97,2000,2011,"Schnella (lianas) was recently separated from Bauhinia.","Schnella",7278569,"BAUH_S-Bauhinia sp. S"
"Fabaceae","Fabaceae","Schnella sp. T","","Bauhinia sp. T","BAUH_T","","","CW",37,2000,2007,"Schnella (lianas) was recently separated from Bauhinia. Status uncertain. Possibly a mixed collection of Schnella or another taxon.","Schnella",7278569,"BAUH_T-Bauhinia sp. T"
"Fabaceae","Fabaceae","Senegalia tenuifolia"," (L.) Britton & Rose ","Acacia tenuifolia","ACACTE","","","CW",2389,2000,2018,"Recent generic change of some Neotropical Acacia species to Senegalia. Syn: Acacia tenuifolia (L.) Willd.","Senegalia tenuifolia",2979126,"ACACTE-Acacia tenuifolia"
"Fabaceae","Fabaceae","Senna macrophylla var. gigantifolia","(Britton & Killip) H.S. Irwin & Barneby","Senna macrophylla","SENNMA","SENNMA","S","SL",1,2008,2008,"Senna macrophylla (Kunth) H.S. Irwin & Barneby in plot lists of 2018 & 2014. Variety  identified in plot lists 2009-2010. Only one variety on plot.","Senna macrophylla gigantifolia",2957136,"SENNMA-Senna macrophylla"
"Fabaceae","Fabaceae","Senna sp. B","","Senna sp. B","SENN_B","","","-",181,2001,2017,"Adult voucher awaiting ID.","Senna",2956904,"SENN_B-Senna sp. B"
"Fabaceae","Fabaceae","Senna trolliiflora","H.S. Irwin & Barneby","Senna trolliiflora","SENNTR","SENNTR","M","TM",34,2003,2013,"","Senna trolliiflora",2957866,"SENNTR-Senna trolliiflora"
"Fabaceae","Fabaceae","Swartzia arborescens","(Aubl.) Pittier","Swartzia arborescens","SWARAR","SWARAR","M","TM",254,2000,2017,"","Swartzia arborescens",5352087,"SWARAR-Swartzia arborescens"
"Fabaceae","Fabaceae","Swartzia calophylla","Poepp.","Swartzia simplex","SWARSI","SWARSI","U","TU",4,2011,2017,"New plot ID as Swartzia calophylla 2014 & 2018. Was Swartzia simplex (Sw.) Spreng. in plot lists 2001-2010.","Swartzia calophylla",5352049,"SWARSI-Swartzia simplex"
"Fabaceae","Fabaceae","Swartzia rosea","Mart. ex Benth.","Swartzia benthamiana","SWARBE","SWARBE","M","TM",3,2005,2017,"New plot ID as Swartzia rosea 2014 & 2018. Was Swartzia benthamiana Miq. in plot lists 2001-2010.","Swartzia rosea",5351850,"SWARBE-Swartzia benthamiana"
"Fabaceae","Fabaceae","Swartzia trianae","Benth.","Swartzia multijuga","SWARMU","SWARMU","T","TC",197,2000,2016,"New plot ID as Swartzia trianae 2018. Was Swartzia multijuga Vogel in plot lists 2001-2014.","Swartzia trianae",5351959,"SWARMU-Swartzia multijuga"
"Fabaceae","Fabaceae","Swartzia yasuniensis","Torke & Á.J. Pérez","Swartzia cardiosperma","SWARCA","SWARCA","T","TC",28,2002,2016,"New plot ID as Swartzia yasuniensis in 2018. Was Swartzia cardiosperma Spruce ex Benth. in plot lists 2001-2014.","Swartzia yasuniensis",10740764,"SWARCA-Swartzia cardiosperma"
"Fabaceae","Fabaceae","Tachigali formicarum","Harms","Tachigali formicarum","TACHFO","TACHFO","M","TM",85,2000,2017,"","Tachigali formicarum",2945126,"TACHFO-Tachigali formicarum"
