Label,X_shifted,Y_shifted,Z_shifted
DJI_20241121091957_0031_V.JPG,-79.8528853182832,9.15111765153227,243.524
DJI_20241121091958_0032_V.JPG,-79.8527993182887,9.15111465154,243.655
DJI_20241121091959_0033_V.JPG,-79.8527113182942,9.15111165154791,243.619
DJI_20241121092000_0034_V.JPG,-79.8526253182997,9.15110865155564,242.993
DJI_20241121092001_0035_V.JPG,-79.8525373183052,9.15110565156355,241.201
DJI_20241121092002_0036_V.JPG,-79.8524523183106,9.15110265157119,239.757
DJI_20241121092003_0037_V.JPG,-79.8523653183161,9.15109965157901,237.802
DJI_20241121092004_0038_V.JPG,-79.8522783183216,9.15109665158683,235.715
DJI_20241121092005_0039_V.JPG,-79.852193318327,9.15109365159447,234.684
DJI_20241121092006_0040_V.JPG,-79.8521053183325,9.15109065160238,233.223
DJI_20241121092007_0041_V.JPG,-79.8520153183382,9.15108765161048,234.137
DJI_20241121092008_0042_V.JPG,-79.8519313183435,9.15108465161802,234.905
DJI_20241121092009_0043_V.JPG,-79.8518423183492,9.15108165162602,235.605
DJI_20241121092010_0044_V.JPG,-79.8517563183546,9.15107865163376,236.415
DJI_20241121092011_0045_V.JPG,-79.8516683183602,9.15107565164167,236.912
DJI_20241121092012_0046_V.JPG,-79.8515833183655,9.15107265164931,237.544
DJI_20241121092013_0047_V.JPG,-79.851496318371,9.15106965165713,238.556
DJI_20241121092014_0048_V.JPG,-79.8514073183767,9.15106665166513,239.31
DJI_20241121092015_0049_V.JPG,-79.851322318382,9.15106365167277,239.682
DJI_20241121092016_0050_V.JPG,-79.8512353183875,9.15106065168059,239.651
DJI_20241121092017_0051_V.JPG,-79.8511463183931,9.15105765168859,239.914
DJI_20241121092018_0052_V.JPG,-79.8510603183986,9.15105465169632,240.201
DJI_20241121092019_0053_V.JPG,-79.8509753184039,9.15105165170397,240.221
DJI_20241121092020_0054_V.JPG,-79.8508873184095,9.15104865171188,240.376
DJI_20241121092021_0055_V.JPG,-79.8508013184149,9.15104565171961,238.675
DJI_20241121092022_0056_V.JPG,-79.8507153184204,9.15104265172734,238.649
DJI_20241121092023_0057_V.JPG,-79.8506253184261,9.15103965173543,240.708
DJI_20241121092024_0058_V.JPG,-79.8505413184314,9.15103665174298,242.635
DJI_20241121092025_0059_V.JPG,-79.8504423184376,9.15103265175187,244.728
DJI_20241121092026_0060_V.JPG,-79.8503673184424,9.15103065175862,246.182
DJI_20241121092027_0061_V.JPG,-79.8502833184477,9.15102765176617,248.647
DJI_20241121092028_0062_V.JPG,-79.8501963184532,9.151024651774,248.593
DJI_20241121092029_0063_V.JPG,-79.8501053184589,9.15102165178218,248.541
DJI_20241121092030_0064_V.JPG,-79.8500163184645,9.15101865179018,248.408
DJI_20241121092031_0065_V.JPG,-79.8499313184699,9.15101565179782,247.391
DJI_20241121092032_0066_V.JPG,-79.8498443184754,9.15101265180565,247.013
DJI_20241121092033_0067_V.JPG,-79.8497573184809,9.15100965181347,245.124
DJI_20241121092034_0068_V.JPG,-79.8496703184864,9.15100665182129,243.645
DJI_20241121092035_0069_V.JPG,-79.8495833184919,9.15100365182911,244.119
DJI_20241121092036_0070_V.JPG,-79.8494963184974,9.15100065183693,244.288
DJI_20241121092037_0071_V.JPG,-79.8494053185032,9.15099765184512,244.299
DJI_20241121092038_0072_V.JPG,-79.8493233185083,9.15099465185249,244.508
DJI_20241121092039_0073_V.JPG,-79.849233318514,9.15099165186058,245.106
DJI_20241121092040_0074_V.JPG,-79.8491473185195,9.15098865186832,245.345
DJI_20241121092041_0075_V.JPG,-79.8490603185249,9.15098565187614,244.6
DJI_20241121092042_0076_V.JPG,-79.8489723185305,9.15098265188405,243.887
DJI_20241121092043_0077_V.JPG,-79.8488863185359,9.15097965189178,242.848
DJI_20241121092044_0078_V.JPG,-79.8487983185415,9.1509766518997,241.817
DJI_20241121092045_0079_V.JPG,-79.848711318547,9.15097365190752,240.689
DJI_20241121092046_0080_V.JPG,-79.8486253185524,9.15097065191525,239.601
DJI_20241121092047_0081_V.JPG,-79.848537318558,9.15096765192316,238.017
DJI_20241121092048_0082_V.JPG,-79.8484513185634,9.1509646519309,236.252
DJI_20241121092049_0083_V.JPG,-79.8483653185689,9.15096165193863,235.303
DJI_20241121092050_0084_V.JPG,-79.848282318574,9.15095765194608,232.875
DJI_20241121092051_0085_V.JPG,-79.8481913185799,9.15095565195427,232.042
DJI_20241121092052_0086_V.JPG,-79.8481063185852,9.15095265196192,230.902
DJI_20241121092053_0087_V.JPG,-79.8480183185908,9.15094965196983,229.894
DJI_20241121092054_0088_V.JPG,-79.8479293185964,9.15094665197783,229.102
DJI_20241121092055_0089_V.JPG,-79.8478443186018,9.15094365198548,229.279
DJI_20241121092056_0090_V.JPG,-79.8477573186073,9.1509406519933,229.439
DJI_20241121092057_0091_V.JPG,-79.847667318613,9.15093765200139,229.997
DJI_20241121092058_0092_V.JPG,-79.8475833186182,9.15093465200895,230.736
DJI_20241121092059_0093_V.JPG,-79.8474963186237,9.15093165201677,231.187
DJI_20241121092100_0094_V.JPG,-79.8474093186292,9.15092865202459,232.176
DJI_20241121092101_0095_V.JPG,-79.8473233186347,9.15092565203233,232.491
DJI_20241121092102_0096_V.JPG,-79.8472353186402,9.15092265204024,233.663
DJI_20241121092103_0097_V.JPG,-79.8471483186457,9.15091965204806,233.801
DJI_20241121092104_0098_V.JPG,-79.8470583186514,9.15091665205616,233.531
DJI_20241121092105_0099_V.JPG,-79.8469753186566,9.15091365206362,232.527
DJI_20241121092106_0100_V.JPG,-79.8468873186622,9.15091065207154,231.638
DJI_20241121092107_0101_V.JPG,-79.8467993186678,9.15090765207945,228.871
DJI_20241121092108_0102_V.JPG,-79.8467123186733,9.15090465208727,226.378
DJI_20241121092109_0103_V.JPG,-79.8466283186786,9.15090165209483,224.716
DJI_20241121092110_0104_V.JPG,-79.846542318684,9.15089865210256,222.923
DJI_20241121092111_0105_V.JPG,-79.8464533186896,9.15089565211057,223.228
DJI_20241121092112_0106_V.JPG,-79.846367318695,9.1508926521183,223.424
DJI_20241121092113_0107_V.JPG,-79.8462803187005,9.15088965212613,223.667
DJI_20241121092114_0108_V.JPG,-79.846194318706,9.15088665213386,223.949
DJI_20241121092116_0109_V.JPG,-79.846098318713,9.15089365214261,224.408
DJI_20241121092117_0110_V.JPG,-79.8460563187214,9.15095465214712,224.562
DJI_20241121092119_0111_V.JPG,-79.8460613187284,9.1510356521476,225.098
DJI_20241121092121_0112_V.JPG,-79.8461253187276,9.15107365214226,225.359
DJI_20241121092122_0113_V.JPG,-79.8461993187231,9.15107765213562,225.504
DJI_20241121092123_0114_V.JPG,-79.8462903187174,9.15108165212745,225.709
DJI_20241121092124_0115_V.JPG,-79.8463783187119,9.15108465211953,225.935
DJI_20241121092125_0116_V.JPG,-79.8464683187062,9.15108765211144,225.616
DJI_20241121092126_0117_V.JPG,-79.8465553187008,9.15109165210362,226.166
DJI_20241121092127_0118_V.JPG,-79.8466413186953,9.15109465209589,226.852
DJI_20241121092128_0119_V.JPG,-79.8467263186899,9.15109665208824,227.394
DJI_20241121092129_0120_V.JPG,-79.8468153186843,9.15109965208023,228.273
DJI_20241121092130_0121_V.JPG,-79.8469023186788,9.15110265207241,229.186
DJI_20241121092131_0122_V.JPG,-79.8469883186734,9.15110565206467,230.334
DJI_20241121092132_0123_V.JPG,-79.8470783186677,9.15110865205657,230.994
DJI_20241121092133_0124_V.JPG,-79.8471623186624,9.15111165204902,231.425
DJI_20241121092134_0125_V.JPG,-79.8472523186567,9.15111465204093,231.676
DJI_20241121092135_0126_V.JPG,-79.847342318651,9.15111765203283,234.002
DJI_20241121092136_0127_V.JPG,-79.8474223186459,9.15112065202564,235.1
DJI_20241121092137_0128_V.JPG,-79.8475103186404,9.15112365201773,236.397
DJI_20241121092138_0129_V.JPG,-79.8476013186346,9.15112665200954,236.094
DJI_20241121092139_0130_V.JPG,-79.8476863186293,9.1511296520019,234.888
DJI_20241121092140_0131_V.JPG,-79.8477723186238,9.15113265199417,234.318
DJI_20241121092141_0132_V.JPG,-79.8478593186183,9.15113565198635,233.937
DJI_20241121092142_0133_V.JPG,-79.8479453186129,9.15113865197861,235.902
DJI_20241121092143_0134_V.JPG,-79.8480293186076,9.15114165197106,238.309
DJI_20241121092144_0135_V.JPG,-79.8481273186014,9.15114465196224,241.905
DJI_20241121092145_0136_V.JPG,-79.8482013185968,9.15114765195559,243.619
DJI_20241121092146_0137_V.JPG,-79.8483133185896,9.15115065194551,244.521
DJI_20241121092147_0138_V.JPG,-79.8483893185848,9.15115365193868,245.05
DJI_20241121092148_0139_V.JPG,-79.8484703185797,9.1511566519314,245.554
DJI_20241121092149_0140_V.JPG,-79.848560318574,9.15115965192331,246.494
DJI_20241121092150_0141_V.JPG,-79.848640318569,9.15116265191611,247.315
DJI_20241121092151_0142_V.JPG,-79.8487453185623,9.15116565190667,249.143
DJI_20241121092152_0143_V.JPG,-79.8488123185581,9.15116865190065,250.326
DJI_20241121092153_0144_V.JPG,-79.8489023185524,9.15117165189256,251.48
DJI_20241121092154_0145_V.JPG,-79.848988318547,9.15117465188483,252.095
DJI_20241121092155_0146_V.JPG,-79.8490793185413,9.15117765187664,252.701
DJI_20241121092156_0147_V.JPG,-79.8491603185362,9.15118065186936,252.57
DJI_20241121092157_0148_V.JPG,-79.8492473185306,9.15118365186153,252.641
DJI_20241121092158_0149_V.JPG,-79.849336318525,9.15118665185353,253.44
DJI_20241121092159_0150_V.JPG,-79.8494243185195,9.15118965184562,253.861
DJI_20241121092200_0151_V.JPG,-79.8495343185124,9.15119265183572,254.62
DJI_20241121092201_0152_V.JPG,-79.8496003185083,9.1511956518298,254.754
DJI_20241121092202_0153_V.JPG,-79.8497093185015,9.15119965182,254.227
DJI_20241121092203_0154_V.JPG,-79.8497953184959,9.15120165181226,253.731
DJI_20241121092204_0155_V.JPG,-79.8498633184917,9.15120465180615,253.938
DJI_20241121092205_0156_V.JPG,-79.8499483184864,9.1512076517985,254.398
DJI_20241121092206_0157_V.JPG,-79.8500293184812,9.15121065179122,254.208
DJI_20241121092207_0158_V.JPG,-79.8501173184757,9.15121365178332,254.999
DJI_20241121092208_0159_V.JPG,-79.8502143184695,9.15121665177459,253.003
DJI_20241121092209_0160_V.JPG,-79.8502903184648,9.15121965176776,248.808
DJI_20241121092210_0161_V.JPG,-79.8504013184577,9.15122365175779,244.356
DJI_20241121092211_0162_V.JPG,-79.8504633184538,9.15122565175221,244.129
DJI_20241121092212_0163_V.JPG,-79.8505793184465,9.15122965174178,244.564
DJI_20241121092213_0164_V.JPG,-79.8506433184424,9.15123165173602,245.211
DJI_20241121092214_0165_V.JPG,-79.850729318437,9.15123465172829,244.084
DJI_20241121092215_0166_V.JPG,-79.8508343184303,9.15123765171884,241.105
DJI_20241121092216_0167_V.JPG,-79.8509173184251,9.15124065171138,238.397
DJI_20241121092217_0168_V.JPG,-79.8509943184202,9.15124365170446,238.959
DJI_20241121092218_0169_V.JPG,-79.8510733184153,9.15124665169737,238.779
DJI_20241121092219_0170_V.JPG,-79.8511633184096,9.15124965168927,238.553
DJI_20241121092220_0171_V.JPG,-79.8512463184043,9.15125265168182,238.407
DJI_20241121092221_0172_V.JPG,-79.8513323183989,9.15125565167408,238.869
DJI_20241121092222_0173_V.JPG,-79.8514233183931,9.1512586516659,239.647
DJI_20241121092223_0174_V.JPG,-79.8515133183874,9.15126165165781,240.424
DJI_20241121092224_0175_V.JPG,-79.851600318382,9.15126465164999,241.691
DJI_20241121092225_0176_V.JPG,-79.8516843183766,9.15126765164244,241.824
DJI_20241121092227_0177_V.JPG,-79.8517943183696,9.15127065163254,241.408
DJI_20241121092227_0178_V.JPG,-79.8518793183643,9.15127465162491,240.954
DJI_20241121092229_0179_V.JPG,-79.8519693183586,9.15127765161682,238.385
DJI_20241121092230_0180_V.JPG,-79.852059318353,9.15128065160873,236.024
DJI_20241121092230_0181_V.JPG,-79.8521403183478,9.15128365160145,234.344
DJI_20241121092231_0182_V.JPG,-79.8522103183434,9.15128565159515,231.253
DJI_20241121092233_0183_V.JPG,-79.8523083183372,9.15128865158634,231.821
DJI_20241121092233_0184_V.JPG,-79.8523793183327,9.15129165157997,234.425
DJI_20241121092234_0185_V.JPG,-79.8524623183274,9.15129365157249,237.274
DJI_20241121092235_0186_V.JPG,-79.8525503183218,9.15129665156459,239.498
DJI_20241121092237_0187_V.JPG,-79.8526413183161,9.15130065155642,243.384
DJI_20241121092238_0188_V.JPG,-79.8527303183104,9.1513026515484,244.535
DJI_20241121092239_0189_V.JPG,-79.852816318305,9.15130565154067,245.782
DJI_20241121092240_0190_V.JPG,-79.8529263182982,9.1513106515308,246.862
DJI_20241121092241_0191_V.JPG,-79.8530103182928,9.15131265152323,246.999
DJI_20241121092242_0192_V.JPG,-79.8530983182872,9.15131565151532,246.824
DJI_20241121092243_0193_V.JPG,-79.8531853182818,9.15131965150752,246.329
DJI_20241121092244_0194_V.JPG,-79.8532473182779,9.15132165150194,245.864
DJI_20241121092245_0195_V.JPG,-79.8533463182716,9.15132465149304,245.615
DJI_20241121092246_0196_V.JPG,-79.853419318267,9.15132765148648,245.426
DJI_20241121092247_0197_V.JPG,-79.8535083182613,9.15133065147849,245.231
DJI_20241121092248_0198_V.JPG,-79.8535983182556,9.1513336514704,244.98
DJI_20241121092249_0199_V.JPG,-79.8536843182502,9.15133665146266,244.502
DJI_20241121092250_0200_V.JPG,-79.8537683182449,9.15133965145511,244.054
DJI_20241121092251_0201_V.JPG,-79.8538553182394,9.1513426514473,243.63
DJI_20241121092252_0202_V.JPG,-79.8539443182338,9.15134565143929,243.208
DJI_20241121092253_0203_V.JPG,-79.8540293182284,9.15134865143166,242.884
DJI_20241121092254_0204_V.JPG,-79.8541173182229,9.15135165142375,242.531
DJI_20241121092255_0205_V.JPG,-79.8542023182174,9.1513536514161,242.055
DJI_20241121092256_0206_V.JPG,-79.8542903182118,9.15135665140819,241.506
DJI_20241121092257_0207_V.JPG,-79.8543783182063,9.15136065140029,240.606
DJI_20241121092258_0208_V.JPG,-79.8544873181994,9.15136365139048,239.689
DJI_20241121092259_0209_V.JPG,-79.8545763181938,9.15136665138248,238.16
DJI_20241121092300_0210_V.JPG,-79.8546633181883,9.15136965137467,236.802
DJI_20241121092301_0211_V.JPG,-79.8547353181837,9.1513726513682,235.446
DJI_20241121092302_0212_V.JPG,-79.8548133181788,9.15137565136119,232.772
DJI_20241121092303_0213_V.JPG,-79.8548983181735,9.15137865135356,231.239
DJI_20241121092304_0214_V.JPG,-79.854984318168,9.15138165134583,229.269
DJI_20241121092305_0215_V.JPG,-79.8550733181624,9.15138465133783,227.06
DJI_20241121092306_0216_V.JPG,-79.8551603181569,9.15138765133001,225.743
DJI_20241121092307_0217_V.JPG,-79.8552453181515,9.15139065132237,224.69
DJI_20241121092308_0218_V.JPG,-79.855333318146,9.15139365131446,227.774
DJI_20241121092309_0219_V.JPG,-79.8554273181404,9.15140065130606,232.055
DJI_20241121092311_0220_V.JPG,-79.8554913181397,9.15143965130073,232.134
DJI_20241121092312_0221_V.JPG,-79.8555013181451,9.1515066513006,232.321
DJI_20241121092314_0222_V.JPG,-79.8554533181551,9.15158065130578,232.607
DJI_20241121092315_0223_V.JPG,-79.8553833181602,9.15158565131216,233.148
DJI_20241121092316_0224_V.JPG,-79.8552943181659,9.15158365132017,234.068
DJI_20241121092317_0225_V.JPG,-79.8552053181716,9.15158065132817,234.468
DJI_20241121092318_0226_V.JPG,-79.8551173181771,9.15157765133608,233.896
DJI_20241121092319_0227_V.JPG,-79.8550303181826,9.1515746513439,234.01
DJI_20241121092320_0228_V.JPG,-79.8549413181882,9.15157065135189,233.79
DJI_20241121092321_0229_V.JPG,-79.854851318194,9.15156865135999,234.731
DJI_20241121092322_0230_V.JPG,-79.8547673181992,9.15156465136752,236.116
DJI_20241121092323_0231_V.JPG,-79.8546783182048,9.15156165137552,237.508
DJI_20241121092324_0232_V.JPG,-79.8545953182101,9.15155865138298,239.271
DJI_20241121092325_0233_V.JPG,-79.8545073182156,9.15155565139089,240.591
DJI_20241121092326_0234_V.JPG,-79.8544173182213,9.15155265139898,242.413
DJI_20241121092327_0235_V.JPG,-79.8543323182267,9.15154965140662,243.294
DJI_20241121092328_0236_V.JPG,-79.8542443182322,9.15154665141453,244.313
DJI_20241121092329_0237_V.JPG,-79.8541583182378,9.15154465142227,245.065
DJI_20241121092330_0238_V.JPG,-79.8540703182433,9.15154165143018,245.406
DJI_20241121092331_0239_V.JPG,-79.8539853182486,9.15153765143781,244.074
DJI_20241121092332_0240_V.JPG,-79.8538963182542,9.1515346514458,245.037
DJI_20241121092333_0241_V.JPG,-79.8538093182597,9.15153165145363,245.999
DJI_20241121092334_0242_V.JPG,-79.8537233182652,9.15152865146135,246.861
DJI_20241121092335_0243_V.JPG,-79.8536353182708,9.15152565146927,247.844
DJI_20241121092336_0244_V.JPG,-79.8535483182763,9.15152265147708,249.833
DJI_20241121092337_0245_V.JPG,-79.8534613182818,9.15152065148492,249.641
DJI_20241121092338_0246_V.JPG,-79.8533733182873,9.15151665149281,249.181
DJI_20241121092339_0247_V.JPG,-79.8532873182928,9.15151365150055,249.219
DJI_20241121092340_0248_V.JPG,-79.8532013182982,9.15151065150827,249.678
DJI_20241121092341_0249_V.JPG,-79.8531133183038,9.15150765151618,249.752
DJI_20241121092342_0250_V.JPG,-79.8530253183093,9.15150465152409,250.911
DJI_20241121092343_0251_V.JPG,-79.8529383183148,9.15150165153191,251.755
DJI_20241121092344_0252_V.JPG,-79.8528543183201,9.15149865153947,253.062
DJI_20241121092345_0253_V.JPG,-79.8527683183256,9.15149665154721,254.026
DJI_20241121092346_0254_V.JPG,-79.8526853183308,9.15149265155465,255.17
DJI_20241121092347_0255_V.JPG,-79.8525973183364,9.15148965156256,253.724
DJI_20241121092348_0256_V.JPG,-79.8525063183421,9.15148665157074,250.873
DJI_20241121092349_0257_V.JPG,-79.8524183183477,9.15148365157866,247.299
DJI_20241121092351_0258_V.JPG,-79.8523383183528,9.15148165158586,241.697
DJI_20241121092352_0259_V.JPG,-79.8522503183584,9.15147865159376,238.225
DJI_20241121092353_0260_V.JPG,-79.852161318364,9.15147565160177,239.36
DJI_20241121092354_0261_V.JPG,-79.8520723183696,9.15147265160977,240.152
DJI_20241121092355_0262_V.JPG,-79.8519873183749,9.1514686516174,240.939
DJI_20241121092356_0263_V.JPG,-79.8518963183807,9.15146565162558,241.854
DJI_20241121092357_0264_V.JPG,-79.8518123183861,9.15146365163314,242.054
DJI_20241121092358_0265_V.JPG,-79.8517233183916,9.15145965164113,243.113
DJI_20241121092359_0266_V.JPG,-79.8516383183971,9.15145765164878,243.818
DJI_20241121092400_0267_V.JPG,-79.8515513184026,9.1514546516566,245.754
DJI_20241121092401_0268_V.JPG,-79.8514643184081,9.15145165166443,245.877
DJI_20241121092402_0269_V.JPG,-79.8513763184136,9.15144865167234,246.44
DJI_20241121092403_0270_V.JPG,-79.851291318419,9.15144565167997,245.536
DJI_20241121092404_0271_V.JPG,-79.8512073184243,9.15144265168753,245.569
DJI_20241121092405_0272_V.JPG,-79.85111731843,9.15143965169562,246.709
DJI_20241121092406_0273_V.JPG,-79.8510303184355,9.15143665170344,247.704
DJI_20241121092407_0274_V.JPG,-79.8509443184409,9.15143365171117,248.694
DJI_20241121092408_0275_V.JPG,-79.8508553184465,9.15142965171916,249.759
DJI_20241121092409_0276_V.JPG,-79.8507703184518,9.1514266517268,251.023
DJI_20241121092410_0277_V.JPG,-79.8506823184575,9.15142465173473,250.066
DJI_20241121092411_0278_V.JPG,-79.8505973184629,9.15142165174237,244.737
DJI_20241121092412_0279_V.JPG,-79.8505083184685,9.15141865175037,241.302
DJI_20241121092413_0280_V.JPG,-79.850421318474,9.15141565175819,242.524
DJI_20241121092414_0281_V.JPG,-79.8503333184796,9.1514126517661,244.942
DJI_20241121092415_0282_V.JPG,-79.8502523184846,9.15140965177339,247.459
DJI_20241121092416_0283_V.JPG,-79.8501593184905,9.15140665178175,249.293
DJI_20241121092417_0284_V.JPG,-79.850073318496,9.15140365178948,250.639
DJI_20241121092418_0285_V.JPG,-79.8499853185016,9.15140065179739,251.911
DJI_20241121092419_0286_V.JPG,-79.8499003185068,9.15139665180503,253.931
DJI_20241121092420_0287_V.JPG,-79.8498173185121,9.1513946518125,255.425
DJI_20241121092421_0288_V.JPG,-79.8497283185177,9.15139065182049,255.451
DJI_20241121092422_0289_V.JPG,-79.8496383185234,9.15138765182858,255.088
DJI_20241121092423_0290_V.JPG,-79.8495503185289,9.1513846518365,254.391
DJI_20241121092424_0291_V.JPG,-79.8494643185344,9.15138165184423,254.447
DJI_20241121092425_0292_V.JPG,-79.8493763185399,9.15137865185214,254.515
DJI_20241121092426_0293_V.JPG,-79.8492863185456,9.15137565186023,254.493
DJI_20241121092427_0294_V.JPG,-79.8492003185511,9.15137265186797,254.443
DJI_20241121092428_0295_V.JPG,-79.8491133185566,9.15136965187579,254.418
DJI_20241121092429_0296_V.JPG,-79.849027318562,9.15136665188352,254.256
DJI_20241121092430_0297_V.JPG,-79.8489393185676,9.15136465189145,253.737
DJI_20241121092431_0298_V.JPG,-79.8488533185731,9.15136165189918,253.5
DJI_20241121092432_0299_V.JPG,-79.8487653185786,9.15135765190708,252.914
DJI_20241121092433_0300_V.JPG,-79.8486803185839,9.15135465191472,252.012
DJI_20241121092434_0301_V.JPG,-79.8485933185894,9.15135165192255,250.766
DJI_20241121092435_0302_V.JPG,-79.8485063185949,9.15134865193037,250.061
DJI_20241121092436_0303_V.JPG,-79.8484203186003,9.1513456519381,249.624
DJI_20241121092437_0304_V.JPG,-79.8483333186058,9.15134265194592,250.288
DJI_20241121092438_0305_V.JPG,-79.8482483186112,9.15133965195357,249.78
DJI_20241121092439_0306_V.JPG,-79.8481623186166,9.1513366519613,250.642
DJI_20241121092440_0307_V.JPG,-79.848078318622,9.15133465196886,247.651
DJI_20241121092441_0308_V.JPG,-79.8479863186278,9.15133165197714,243.972
DJI_20241121092442_0309_V.JPG,-79.8478973186335,9.15132865198514,240.212
DJI_20241121092443_0310_V.JPG,-79.8478123186387,9.15132465199278,237.691
DJI_20241121092444_0311_V.JPG,-79.8477223186444,9.15132165200087,239.538
DJI_20241121092445_0312_V.JPG,-79.8476383186498,9.15131965200843,242.505
DJI_20241121092446_0313_V.JPG,-79.8475523186552,9.15131665201617,243.232
DJI_20241121092447_0314_V.JPG,-79.8474653186607,9.15131265202398,243.696
DJI_20241121092448_0315_V.JPG,-79.8473763186663,9.15130965203199,243.121
DJI_20241121092449_0316_V.JPG,-79.8472913186717,9.15130665203963,241.287
DJI_20241121092450_0317_V.JPG,-79.8472033186772,9.15130365204754,238.482
DJI_20241121092451_0318_V.JPG,-79.8471173186826,9.15130065205527,237.274
DJI_20241121092452_0319_V.JPG,-79.8470313186882,9.15129865206302,235.248
DJI_20241121092454_0320_V.JPG,-79.8469413186939,9.15129565207112,234.75
DJI_20241121092454_0321_V.JPG,-79.8468553186993,9.15129265207885,234.294
DJI_20241121092455_0322_V.JPG,-79.8467693187047,9.15128965208658,234.681
DJI_20241121092456_0323_V.JPG,-79.8466873187099,9.15128665209396,235.49
DJI_20241121092458_0324_V.JPG,-79.8466013187153,9.15128365210169,234.164
DJI_20241121092459_0325_V.JPG,-79.8465093187211,9.15128065210997,230.335
DJI_20241121092500_0326_V.JPG,-79.8464213187267,9.15127765211788,226.072
DJI_20241121092501_0327_V.JPG,-79.8463343187321,9.15127365212569,223.115
DJI_20241121092502_0328_V.JPG,-79.8462493187374,9.15127065213334,220.383
DJI_20241121092503_0329_V.JPG,-79.8461593187432,9.15126865214145,220.927
DJI_20241121092504_0330_V.JPG,-79.8460733187501,9.15128165214936,220.958
DJI_20241121092506_0331_V.JPG,-79.8460403187589,9.15135365215319,221.434
DJI_20241121092507_0332_V.JPG,-79.8460563187649,9.15143065215263,221.515
DJI_20241121092509_0333_V.JPG,-79.8461303187624,9.15145665214625,221.898
DJI_20241121092510_0334_V.JPG,-79.8462033187579,9.1514606521397,222.79
DJI_20241121092511_0335_V.JPG,-79.8462923187523,9.1514646521317,225.479
DJI_20241121092512_0336_V.JPG,-79.8463853187465,9.15146765212334,228.568
DJI_20241121092513_0337_V.JPG,-79.846471318741,9.1514706521156,230.795
DJI_20241121092514_0338_V.JPG,-79.8465563187356,9.15147365210796,232.313
DJI_20241121092515_0339_V.JPG,-79.8466443187301,9.15147665210004,235.475
DJI_20241121092516_0340_V.JPG,-79.846725318725,9.15147965209276,239.169
DJI_20241121092517_0341_V.JPG,-79.8468093187197,9.15148265208521,239.2
DJI_20241121092518_0342_V.JPG,-79.8469053187136,9.15148565207657,236.715
DJI_20241121092519_0343_V.JPG,-79.846993318708,9.15148865206866,233.694
DJI_20241121092520_0344_V.JPG,-79.8470803187026,9.15149165206083,231.885
DJI_20241121092522_0345_V.JPG,-79.8471873186958,9.15149565205121,232.217
DJI_20241121092523_0346_V.JPG,-79.8472583186913,9.15149765204482,237.49
DJI_20241121092524_0347_V.JPG,-79.8473483186856,9.15150065203673,242.089
DJI_20241121092525_0348_V.JPG,-79.8474433186796,9.15150365202818,243.1
DJI_20241121092527_0349_V.JPG,-79.8475393186735,9.15150665201954,242.968
