#Label,X/Longitude,Y/Latitude,Z/Altitude
DJI_20241121092419_0286_V.JPG,-79.849871,9.151424,264.796
DJI_20241121092420_0287_V.JPG,-79.849788,9.151422,266.29
DJI_20241121092421_0288_V.JPG,-79.849699,9.151418,266.316
DJI_20241121092422_0289_V.JPG,-79.849609,9.151415,265.953
DJI_20241121092423_0290_V.JPG,-79.849521,9.151412,265.256
DJI_20241121092424_0291_V.JPG,-79.849435,9.151409,265.312
DJI_20241121092425_0292_V.JPG,-79.849347,9.151406,265.38
DJI_20241121092426_0293_V.JPG,-79.849257,9.151403,265.358
DJI_20241121092427_0294_V.JPG,-79.849171,9.1514,265.308
DJI_20241121092428_0295_V.JPG,-79.849084,9.151397,265.283
DJI_20241121092429_0296_V.JPG,-79.848998,9.151394,265.121
DJI_20241121092430_0297_V.JPG,-79.84891,9.151392,264.602
DJI_20241121092431_0298_V.JPG,-79.848824,9.151389,264.365
DJI_20241121092432_0299_V.JPG,-79.848736,9.151385,263.779
DJI_20241121092433_0300_V.JPG,-79.848651,9.151382,262.877
DJI_20241121092434_0301_V.JPG,-79.848564,9.151379,261.631
DJI_20241121092435_0302_V.JPG,-79.848477,9.151376,260.926
DJI_20241121092436_0303_V.JPG,-79.848391,9.151373,260.489
DJI_20241121092437_0304_V.JPG,-79.848304,9.15137,261.153
DJI_20241121092438_0305_V.JPG,-79.848219,9.151367,260.645
DJI_20241121092439_0306_V.JPG,-79.848133,9.151364,261.507
DJI_20241121092440_0307_V.JPG,-79.848049,9.151362,258.516
DJI_20241121092441_0308_V.JPG,-79.847957,9.151359,254.837
DJI_20241121092442_0309_V.JPG,-79.847868,9.151356,251.077
DJI_20241121092443_0310_V.JPG,-79.847783,9.151352,248.556
DJI_20241121092444_0311_V.JPG,-79.847693,9.151349,250.403
DJI_20241121092445_0312_V.JPG,-79.847609,9.151347,253.37
DJI_20241121092446_0313_V.JPG,-79.847523,9.151344,254.097
DJI_20241121092447_0314_V.JPG,-79.847436,9.15134,254.561
DJI_20241121092448_0315_V.JPG,-79.847347,9.151337,253.986
DJI_20241121092449_0316_V.JPG,-79.847262,9.151334,252.152
DJI_20241121092450_0317_V.JPG,-79.847174,9.151331,249.347
DJI_20241121092451_0318_V.JPG,-79.847088,9.151328,248.139
DJI_20241121092452_0319_V.JPG,-79.847002,9.151326,246.113
DJI_20241121092454_0320_V.JPG,-79.846912,9.151323,245.615
DJI_20241121092454_0321_V.JPG,-79.846826,9.15132,245.159
DJI_20241121092455_0322_V.JPG,-79.84674,9.151317,245.546
DJI_20241121092456_0323_V.JPG,-79.846658,9.151314,246.355
DJI_20241121092458_0324_V.JPG,-79.846572,9.151311,245.029
DJI_20241121092459_0325_V.JPG,-79.84648,9.151308,241.2
DJI_20241121092500_0326_V.JPG,-79.846392,9.151305,236.937
DJI_20241121092501_0327_V.JPG,-79.846305,9.151301,233.98
DJI_20241121092502_0328_V.JPG,-79.84622,9.151298,231.248
DJI_20241121092503_0329_V.JPG,-79.84613,9.151296,231.792
DJI_20241121092504_0330_V.JPG,-79.846044,9.151309,231.823
DJI_20241121092506_0331_V.JPG,-79.846011,9.151381,232.299
DJI_20241121092507_0332_V.JPG,-79.846027,9.151458,232.38
DJI_20241121092509_0333_V.JPG,-79.846101,9.151484,232.763
DJI_20241121092510_0334_V.JPG,-79.846174,9.151488,233.655
DJI_20241121092511_0335_V.JPG,-79.846263,9.151492,236.344
DJI_20241121092512_0336_V.JPG,-79.846356,9.151495,239.433
DJI_20241121092513_0337_V.JPG,-79.846442,9.151498,241.66
DJI_20241121092514_0338_V.JPG,-79.846527,9.151501,243.178
DJI_20241121092515_0339_V.JPG,-79.846615,9.151504,246.34
DJI_20241121092516_0340_V.JPG,-79.846696,9.151507,250.034
DJI_20241121092517_0341_V.JPG,-79.84678,9.15151,250.065
DJI_20241121092518_0342_V.JPG,-79.846876,9.151513,247.58
DJI_20241121092519_0343_V.JPG,-79.846964,9.151516,244.559
DJI_20241121092520_0344_V.JPG,-79.847051,9.151519,242.75
DJI_20241121092522_0345_V.JPG,-79.847158,9.151523,243.082
DJI_20241121092523_0346_V.JPG,-79.847229,9.151525,248.355
DJI_20241121092524_0347_V.JPG,-79.847319,9.151528,252.954
DJI_20241121092525_0348_V.JPG,-79.847414,9.151531,253.965
DJI_20241121092527_0349_V.JPG,-79.84751,9.151534,253.833
DJI_20241121092528_0350_V.JPG,-79.847597,9.151537,252.993
DJI_20241121092529_0351_V.JPG,-79.847684,9.151541,252.896
DJI_20241121092529_0352_V.JPG,-79.847753,9.151543,253.264
DJI_20241121092530_0353_V.JPG,-79.847834,9.151546,253.638
DJI_20241121092531_0354_V.JPG,-79.847923,9.151549,255.151
DJI_20241121092532_0355_V.JPG,-79.848013,9.151552,256.835
DJI_20241121092533_0356_V.JPG,-79.848106,9.151555,258.296
DJI_20241121092534_0357_V.JPG,-79.848183,9.151558,259.221
DJI_20241121092535_0358_V.JPG,-79.848271,9.151561,259.841
DJI_20241121092536_0359_V.JPG,-79.848356,9.151564,260.905
DJI_20241121092538_0360_V.JPG,-79.848466,9.151568,262.387
DJI_20241121092539_0361_V.JPG,-79.848555,9.151571,263.57
DJI_20241121092539_0362_V.JPG,-79.848628,9.151573,264.216
DJI_20241121092540_0363_V.JPG,-79.848713,9.151576,266.147
DJI_20241121092541_0364_V.JPG,-79.84879,9.151579,266.924
DJI_20241121092542_0365_V.JPG,-79.848873,9.151581,269.169
DJI_20241121092543_0366_V.JPG,-79.848963,9.151584,268.746
DJI_20241121092544_0367_V.JPG,-79.849049,9.151587,268.072
DJI_20241121092546_0368_V.JPG,-79.84915,9.151591,265.434
DJI_20241121092546_0369_V.JPG,-79.849227,9.151593,264.34
DJI_20241121092548_0370_V.JPG,-79.849335,9.151598,265.567
DJI_20241121092549_0371_V.JPG,-79.849416,9.1516,265.713
DJI_20241121092549_0372_V.JPG,-79.849487,9.151602,266.292
DJI_20241121092551_0373_V.JPG,-79.849581,9.151606,267.467
DJI_20241121092552_0374_V.JPG,-79.849681,9.151609,268.082
DJI_20241121092552_0375_V.JPG,-79.849746,9.151612,268.678
DJI_20241121092554_0376_V.JPG,-79.849856,9.151615,269.565
DJI_20241121092555_0377_V.JPG,-79.849928,9.151618,270.374
DJI_20241121092556_0378_V.JPG,-79.85003,9.151621,270.42
DJI_20241121092557_0379_V.JPG,-79.850119,9.151624,270.07
DJI_20241121092558_0380_V.JPG,-79.850193,9.151627,269.798
DJI_20241121092559_0381_V.JPG,-79.850292,9.15163,268.728
DJI_20241121092559_0382_V.JPG,-79.850355,9.151632,268.164
DJI_20241121092601_0383_V.JPG,-79.850465,9.151636,267.78
DJI_20241121092602_0384_V.JPG,-79.850551,9.151639,267.499
DJI_20241121092603_0385_V.JPG,-79.850638,9.151642,267.285
DJI_20241121092604_0386_V.JPG,-79.850726,9.151645,267.006
DJI_20241121092604_0387_V.JPG,-79.85079,9.151648,266.798
DJI_20241121092606_0388_V.JPG,-79.850899,9.151652,266.094
DJI_20241121092607_0389_V.JPG,-79.850973,9.151654,265.527
DJI_20241121092607_0390_V.JPG,-79.851054,9.151657,264.964
DJI_20241121092608_0391_V.JPG,-79.851137,9.151659,264.717
DJI_20241121092610_0392_V.JPG,-79.851246,9.151663,263.629
DJI_20241121092611_0393_V.JPG,-79.851333,9.151666,262.813
DJI_20241121092612_0394_V.JPG,-79.851421,9.151669,261.896
DJI_20241121092613_0395_V.JPG,-79.851509,9.151672,260.907
DJI_20241121092613_0396_V.JPG,-79.851571,9.151674,260.321
DJI_20241121092615_0397_V.JPG,-79.851682,9.151678,259.311
DJI_20241121092616_0398_V.JPG,-79.851755,9.151681,259.263
DJI_20241121092616_0399_V.JPG,-79.851836,9.151684,258.834
DJI_20241121092617_0400_V.JPG,-79.851918,9.151687,258.159
DJI_20241121092618_0401_V.JPG,-79.852003,9.15169,256.736
DJI_20241121092619_0402_V.JPG,-79.852093,9.151693,257.046
DJI_20241121092620_0403_V.JPG,-79.852179,9.151696,258.154
DJI_20241121092621_0404_V.JPG,-79.852269,9.151699,258.741
DJI_20241121092622_0405_V.JPG,-79.852356,9.151701,258.739
DJI_20241121092623_0406_V.JPG,-79.852439,9.151704,258.152
DJI_20241121092624_0407_V.JPG,-79.85253,9.151708,259.065
DJI_20241121092626_0408_V.JPG,-79.852632,9.151711,260.37
